04202305004014IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR DEGAÑA IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004015IU-MAS PAIS-IAS                                   CONVOCATORIA POR EL FRANCO IU- MAS PAIS. IAS                                                                                                          006046006046006046
04202305004016QHG                                               QUE HABLE GIJON                                                                                                                                       004016004016004016
04202305004017VERDES-EQUO                                       VERDES EQUO GIJÓN                                                                                                                                     006070006070006070
04202305004018ANDECHA ASTUR                                     ANDECHA ASTUR                                                                                                                                         003982003982003982
04202305004019IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR XIXÓN IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004020PODEMOS                                           PODEMOS XIXÓN                                                                                                                                         000193000193000193
04202305004021IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR GOZÓN IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004022IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR GRADO IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004023GAI                                               GRANDALESES AGRUPACIÓN INDEPENDIENTE                                                                                                                  004023004023004023
04202305004024PODEMOS IBIAS                                     PODEMOS IBIAS                                                                                                                                         000193000193000193
04202305004025ILLANO ADELANTE                                   ILLANO ADELANTE                                                                                                                                       004025004025004025
04202305004026IU-MAS PAIS-IAS                                   CONVOCATORIA POR EILAO IU- MAS PAIS - IAS                                                                                                             006046006046006046
04202305004027IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR ILLAS IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004028IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LANGRÉU IU-MÁS PAÍS-IAS                                                                                                              006046006046006046
04202305004029PODEMOS                                           PODEMOS LLANGRÉU                                                                                                                                      000193000193000193
04202305004030EPL                                               ES POR LANGREO                                                                                                                                        004030004030004030
04202305004031POR ASTURIAS                                      POR ASTURIAS                                                                                                                                          004031004031004031
04202305004032IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LLANVIANA IU-MÁS PAÍS-IAS                                                                                                            006046006046006046
04202305004033PODEMOS                                           PODEMOS LLAVIANA                                                                                                                                      000193000193000193
04202305004034IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LENA IU-MÁS PAÍS-IAS                                                                                                                 006046006046006046
04202305004035PODEMOS                                           PODEMOS LLENA                                                                                                                                         000193000193000193
04202305004036CXASTURIES                                        COMPROMISU POR ASTURIES                                                                                                                               004036004036004036
04202305004037IU-MAS PAIS-IAS                                   CONVOCATORIA POR VALDES IU- MAS PAIS. IAS                                                                                                             006046006046006046
04202305004038IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LLANERA IU-MÁS PAÍS-IAS                                                                                                              006046006046006046
04202305004039VXLL                                              VECINOS X LLANES                                                                                                                                      004039004039004039
04202305004040PODEMOS                                           PODEMOS LLANES                                                                                                                                        000193000193000193
04202305004041IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LLANES IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004042IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR MIERES IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004043PODEMOS                                           PODEMOS MIERES                                                                                                                                        000193000193000193
04202305004044SOS MIERES-EV                                     SOS ASTURIAS-ESPAÑA VACIADA                                                                                                                           000266000266000266
04202305004045FACIENDO MORCIN                                   FACIENDO MORCIN                                                                                                                                       004045004045004045
04202305004046A.M.I.                                            AGRUPACION MORCINIEGA INDEPENDIENTE                                                                                                                   004046004046004046
04202305004047IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR MORCÍN IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004048IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR MUROS DE NALON IU-MÁS PAÍS-IAS                                                                                                       006046006046006046
04202305004049IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR NAVA IU-MÁS PAÍS-IAS                                                                                                                 006046006046006046
04202305004050ASTURIANISTES-FORO                                COALICION ASTURIANISTES-FORO                                                                                                                          004050004050004050
04202305004051IU-MAS PAIS-IAS                                   CONVOCATORIA POR NAVIA IU- MAS PAIS. IAS                                                                                                              006046006046006046
04202305004052IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR NOREÑA IU-MÁS PAÍS-IAS (IU-MÁS PAÍS-IAS)                                                                                             006046006046006046
04202305004053C.A.NOREÑA                                        CONCEYU ABIERTU POR NOREÑA                                                                                                                            004053004053004053
04202305004054IPÑ                                               INDEPENDIENTES POR NOREÑA                                                                                                                             004054004054004054
04202305004055IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR OVIEDO IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004056IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR PARRES IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004057IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR PILOÑA IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004058IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR PRAVIA IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004059IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR PROAZA IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004060IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR QUIRÓS IU-MÁS PAÍS-IAS                                                                                                               006046006046006046
04202305004061IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR LAS REGUERAS IU-MÁS PAÍS-IAS                                                                                                         006046006046006046
04202305004062JUNTOS POR RIBADEDEVA                             JUNTOS POR RIBADEDEVA                                                                                                                                 004062004062004062
04202305004063IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR RIBADEDEVA IU-MÁS PAÍS-IAS                                                                                                           006046006046006046
04202305004064IU-MAS PAÍS-IAS                                   PUEBLU-CONVOCATORIA POR RIBESEYA IU-MAS PAÍS-IAS                                                                                                      006046006046006046
04202305004065I.R.                                              IMPULSA RIBADESELLA                                                                                                                                   004065004065006062
04202305004066IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR RIBERA DE ARRIBA IU-MÁS PAÍS-IAS                                                                                                     006046006046006046
04202305004067IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR RIOSA IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004068IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SALAS IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004069ARRANCA SAN MARTÍN                                ARRANCA SAN MARTÍN                                                                                                                                    004069004069004069
04202305004070IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SAMARTÍN IU-MÁS PAÍS-IAS                                                                                                             006046006046006046
04202305004071PODEMOS                                           PODEMOS SMRA                                                                                                                                          000193000193000193
04202305004072AGRUPACIÓN DE ELECTORES DE SAMARTIN               AGRUPACION DE ELECTORES DE SAMARTIN                                                                                                                   004072004072004072
04202305004073IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SANTO ADRIANO IU-MÁS PAÍS-IAS                                                                                                        006046006046006046
04202305004074IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SARIEGO IU-MÁS PAÍS-IAS (IU-MÁS PAÍS-IAS)                                                                                            006046006046006046
04202305004075PROMUSA                                           PROGRESO MUNICIPAL DE SARIEGO                                                                                                                         004075004075004075
04202305004076IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SIERO IU-MÁS PAÍS-IAS (IU-MÁS PAÍS-IAS)                                                                                              006046006046006046
04202305004077P.V.F.                                            PLATAFORMA VECINAL DE LA FRESNEDA                                                                                                                     004077004077004077
04202305004078IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SOBRESCOBIO IU-MÁS PAÍS-IAS                                                                                                          006046006046006046
04202305004079CISB                                              CANDIDATURA INDEPENDIENTE CONCEJO DE SOTO DEL BARCO                                                                                                   004079004079004079
04202305004080SJASI                                             AGRUPACIÓN DE ELECTORES SAN JUAN DE LA ARENA SI                                                                                                       004080004080004080
04202305004081IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR SOTO DEL BARCO IU-MÁS PAÍS-IAS                                                                                                       006046006046006046
04202305004082IU-MAS PAIS-IAS                                   CONVOCATORIA POR TAPIA DE CASARIEGO IU- MAS PAIS. IAS                                                                                                 006046006046006046
04202305004083IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR TEVERGA IU-MÁS PAÍS-IAS                                                                                                              006046006046006046
04202305004084IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR TINEO IU-MÁS PAÍS-IAS                                                                                                                006046006046006046
04202305004085IU-MAS PAIS-IAS                                   CONVOCATORIA POR VEGADEO IU- MAS PAIS. IAS                                                                                                            006046006046006046
04202305004086IU-MÁS PAÍS-IAS                                   CONVOCATORIA POR (VILLAVICIOSA) IU-MÁS PAÍS-IAS                                                                                                       006046006046006046
04202305004087PODEMOS                                           PODEMOS VILLAVICIOSA                                                                                                                                  000193000193000193
04202305004088AYTAMOS                                           AYTAMOS YERNES Y TAMEZA                                                                                                                               004088004088004088
04202305004089CS                                                CIUDADANOS-PARTIDO DE LA CIUDADANIA -PROVINCIA (PALENCIA)                                                                                             000027000027000027
04202305004090IXAYV                                             INDEPENDIENTES POR AMUSCO Y VALDESPINA                                                                                                                004090004090004090
04202305004091I.A                                               IMPULSA ASTUDILLO                                                                                                                                     004091004091004091
04202305004092GITV                                              GRUPO INDEPENDIENTE PALENCIA TIERRA VIVA                                                                                                              004092004092004092
04202305004093IU - PODEMOS                                      INICIATIVA POR VENTA DE BAÑOS IZQUIERDA UNIDA - PODEMOS                                                                                               000336000336001455
04202305004094PSOE                                              PARTIDO SOCIALISTA DE PALENCIA                                                                                                                        000030000030000030
04202305004095EV                                                ESPAÑA VACIADA                                                                                                                                        000266000266000266
04202305004096SOMOS VALDAVIA                                    SOMOS VALDAVIA                                                                                                                                        004096004096004096
04202305004097AECV                                              DE CARDEÑOSA DE VOLPEJERA                                                                                                                             004097004097004097
04202305004098INDEPENDIENTES POR CORDOVILLA LA REAL             INDEPENDIENTES POR CORDOVILLA LA REAL                                                                                                                 004098004098004098
04202305004099AGRUPACION INDEPENDIENTE DE ELECTORES DE FRESNO DEAGRUPACION INDEPENDIENTE DE ELECTORES DE FRESNO DEL RIO                                                                                               004099004099004099
04202305004100INDEPENDIENTES POR HERRERA                        INDEPENDIENTES POR HERRERA                                                                                                                            004100004100004100
04202305004101JPH                                               JOVENES POR HONTORIA                                                                                                                                  004101004101004101
04202305004102AIHDC                                             AGRUPACION INDEPENDIENTE HORNILLOS DE CERRATO                                                                                                         004102004102004102
04202305004103CANDIDATURA INDEPENDIENTE                         CANDIDATURA INDEPENDIENTE                                                                                                                             004103004103004103
04202305004104VP                                                VAMOS PALENCIA                                                                                                                                        004104004104004104
04202305004105P.M.                                              PEDRAZA EN MOVIMIENTO                                                                                                                                 004105004105004105
04202305004106AGRUPACION INDEPENDIENTE DE ELECTORES DEL PINO DELAGRUPACION INDEPENDIENTE DE ELECTORES DEL PINO DEL RIO                                                                                                004106004106004106
04202305004107R                                                 AGRUPACION DE ELECTORES 'RESOLVAMOS'                                                                                                                  004107004107004107
04202305004108INDEPENDIENTES POR VILLALACO                      INDEPENDIENTES POR VILLALACO                                                                                                                          004108004108004108
04202305004109AGRUPACION DE ELECTORES INDEPENDIENTES DE VILLALBAAGRUPACION DE ELECTORES INDEPENDIENTES DE VILLALBA DE GUARDO                                                                                          004109004109004109
04202305004110AGRUPACION DE ELECTORES INDEPENDIENTES DE VILLALUEAGRUPACION DE ELECTORES INDEPENDIENTES DE VILLALUENGA                                                                                                 004110004110004110
04202305004111I.P.U                                             INDEPENDIENTE POR VILLAMARTIN                                                                                                                         004111004111004111
04202305004112INDEPENDIENTE                                     INDEPENDIENTE                                                                                                                                         004112004112004112
04202305004113AGELINVIC                                         AGRUPACION ELECTORAL INDEPENDIENTE DE VILLERIAS DE CAMPOS                                                                                             004113004113004113
04202305004114PV                                                POR VILLODRE                                                                                                                                          004114004114004114
04202305004115SOLO PERNIA                                       SOLO PERNIA                                                                                                                                           004115004115004115
04202305004116BNR-NC                                            BLOQUE NACIONALISTA RURAL-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                      004143004143004143
04202305004117UXGC                                              UNIDOS POR GRAN CANARIA                                                                                                                               004117004117004117
04202305004118CCA                                               COALICION CANARIA                                                                                                                                     004118004118004118
04202305004122HABLEMOS AHORA                                    HABLEMOS AHORA                                                                                                                                        004122004122004122
04202305004125P.N.C.                                            PARTIDO NACIONALISTA CANARIO                                                                                                                          004125004125004125
04202305004127+C                                                MÁS CANARIAS                                                                                                                                          004127004127004127
04202305004129AMF                                               ASAMBLEAS MUNICIPALES DE FUERTEVENTURA                                                                                                                004129004129004129
04202305004138RA                                                AGRUPACIÓN DE ELECTORES ROQUE AGUAYRO                                                                                                                 004138004138004138
04202305004139AHORA CANARIAS-PCPC                               AHORA CANARIAS-PARTIDO COMUNISTA DEL PUEBLO CANARIO                                                                                                   004139004139004139
04202305004140USP                                               UNIDAS SÍ PODEMOS                                                                                                                                     004140004140004140
04202305004141ALXAN-NC                                          ALTERNATIVA LOCAL POR ANTIGUA-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                  004143004143004143
04202305004142PXF                                               PLATAFORMA POR FUERTEVENTURA                                                                                                                          004142004142004142
04202305004143NC-FAC                                            NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                                                004143004143004143
04202305004144LEP                                               LANZAROTE EN PIE                                                                                                                                      004144004144004144
04202305004145DVC                                               DRAGO VERDES CANARIAS                                                                                                                                 004145004145004145
04202305004146UPBE                                              UNIDOS POR BETANCURIA                                                                                                                                 004146004146004146
04202305004147COMFIR-NC                                         COMFIR-NUEVA CANARIAS- FRENTE AMPLIO CANARISTA                                                                                                        004143004143004143
04202305004148P.M.H.                                            PLATAFORMA DEL MUNICIPIO DE HARIA                                                                                                                     004148004148004148
04202305004149COMPROMISO X HARÍA                                COMPROMISO X HARÍA                                                                                                                                    004149004149004149
04202305004150PP-SOMOS                                          PARTIDO POPULAR - PROYECTO SOMOS                                                                                                                      004150004150004150
04202305004151REUNIR CANARIAS SOSTENIBLE                        REUNIR CANARIAS SOSTENIBLE                                                                                                                            004151004151004151
04202305004152FD-NC                                             FORUM DRAGO-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                                    004143004143004143
04202305004153AGS                                               AGRUPA SURESTE                                                                                                                                        004153004153004153
04202305004154JPM                                               JUNTOS POR MOGÁN                                                                                                                                      004154004154004154
04202305004155EN MARCHA                                         EN MARCHA                                                                                                                                             004155004155004155
04202305004156NC-FAC                                            NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                                                004143004143004143
04202305004157JXP-NC                                            JUNTOS POR PAJARA-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                              004143004143004143
04202305004158F.A.                                              FUERTEVENTURA AVANZA                                                                                                                                  004158004158004158
04202305004159PP-AV                                             PARTIDO POPULAR - AGRUPACIÓN DE VECINOS DE SAN BARTOLOMÉ DE TIRAJANA                                                                                  004159004159004159
04202305004160TSBTME                                            TODO POR SAN BARTOLOMÉ                                                                                                                                004160004160004160
04202305004161P.V.S.B.                                          PLATAFORMA VECINAL POR SANTA BRÍGIDA                                                                                                                  004161004161004161
04202305004162ANDO                                              ANDO SATAUTE                                                                                                                                          004162004162004162
04202305004163SOMOS SANTA LUCÍA                                 SOMOS SANTA LUCÍA                                                                                                                                     004163004163004163
04202305004164LA FORTALEZA                                      LA FORTALEZA DE SANTA LUCIA                                                                                                                           004164004164004164
04202305004165PLATAFORMA AHORA ANSITE                           PLATAFORMA AHORA ANSITE                                                                                                                               004165004165004165
04202305004166ALIANZA INSULAR                                   ALIANZA INSULAR                                                                                                                                       004166004166004166
04202305004167AV-SLT-PP                                         AGRUPACIÓN DE VECINOS DE SANTA LUCÍA DE TIRAJANA-PARTIDO POPULAR                                                                                      004167004167004167
04202305004168JP-GUIA-NC                                        JUNTOS POR GUÍA-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                                004143004143004143
04202305004169AG                                                AHORA GUIA                                                                                                                                            004169004169004169
04202305004170PTG                                               PRIMERO TEGUISE                                                                                                                                       004170004170004170
04202305004171AET                                               AGRUPACION DE ELECTORES POR TEJEDA                                                                                                                    004171004171004171
04202305004172TEJEDA X EL CAMBIO                                AGRUPACIÓN DE ELECTORES TEJEDA X EL CAMBIO                                                                                                            004172004172004172
04202305004173RDG                                               PARTIDO ROQUE DE GANDO                                                                                                                                004173004173004173
04202305004174+XT                                               MAS POR TELDE                                                                                                                                         004174004174004174
04202305004175CIUCA                                             CIUDADANOS PARA EL CAMBIO CANARIO                                                                                                                     004175004175004175
04202305004176IPTELDE                                           IZQUIERDA PROGRESISTA DE TELDE                                                                                                                        004176004176004176
042023050041773E                                                TERCERA EDAD EN ACCIÓN                                                                                                                                000105000105000105
04202305004178LO NUESTRO                                        LA PEPA LO NUESTRO                                                                                                                                    004178004178004178
04202305004179TCC                                               TEROR CON CABEZA                                                                                                                                      004179004179004179
04202305004180S.B.                                              SAN BORONDÓN                                                                                                                                          004180004180004180
04202305004181MRT-NC                                            MOVIMIENTO RENOVADOR DE TINAJO-NUEVA CANARIAS-FRENTE AMPLIO CANARISTA                                                                                 004143004143004143
04202305004182ASAVA                                             ASAMBLEA VALSEQUILLERA                                                                                                                                004182004182004182
04202305004183ASBA                                              ASOCIACION DE BARRIOS ASBA                                                                                                                            004183004183004183
04202305004184PORV                                              PLATAFORMA VECINAL POR VALSEQUILLO TAJINASTE                                                                                                          004184004184004184
04202305004185PSOE - VPL                                        EL CAMBIO NECESARIO                                                                                                                                   004185004185004185
04202305004186A.X.S.M.                                          ALTERNATIVA POR SAN MATEO                                                                                                                             004186004186004186
04202305004187AVESAN                                            ASAMBLEA DE VECINOS DE SAN MATEO                                                                                                                      004187004187004187
04202305004188UVE                                               UNION VEGUERA                                                                                                                                         004188004188004188
04202305004189YAS                                               YAIZA SIEMPRE                                                                                                                                         004189004189004189
04202305004190UPY                                               UNIDOS POR YAIZA                                                                                                                                      004190004190004190
04202305004191AGRELAR                                           AGRUPACION DE ELECTORES POR ARBO                                                                                                                      004191004191004191
04202305004192IPPA                                              INDEPENDIENTES PARA PROGRESO POR ARBO                                                                                                                 004192004192004192
04202305004193BNG                                               BLOQUE NACIONALISTA GALEGO                                                                                                                            001839001839001839
04202305004194PX´S                                              PARTIDO INDEPENDIENTE XUNTOS POR GALICIA                                                                                                              004194004194004194
04202305004195SC                                                SOMOS CAMBADOS                                                                                                                                        004195004195004195
04202305004196CAMBA PODE                                        CAMBADOS PODE                                                                                                                                         004196004196004196
04202305004197PORVIR                                            PORVIR                                                                                                                                                004197004197004197
04202305004198C&U                                               CANGAS UNIDO                                                                                                                                          004198004198004198
04202305004199MOVETE                                            MOVEMENTO VECIÑAL ESTRADENSE                                                                                                                          004199004199004199
04202305004200XXA                                               XUNT@S X AGOLADA                                                                                                                                      004200004200004200
04202305004201AGRUPACION RURAL                                  AGRUPACION RURAL                                                                                                                                      004201004201004201
04202305004202M.M.                                              MANIFESTO MIÑOR                                                                                                                                       004202004202004202
04202305004203IPR                                               INICIATIVA POLO RURAL (A LAMA)                                                                                                                        004203004203004203
04202305004204VEDM                                              VECIÑOS DE MEAÑO                                                                                                                                      004204004204004204
04202305004205MI                                                AGRUPACION DE ELECTORES VECIÑAL MEAÑO INDEPENDIENTE                                                                                                   004205004205004205
04202305004206APORM                                             ALTERNATIVA POR MONDARIZ                                                                                                                              004206004206004206
04202305004207MST                                               MONDARIZ SOMOS TODOS                                                                                                                                  004207004207004207
04202305004208SAIDOIRO                                          SAIDOIRO POR MONDARIZ BALNEARIO                                                                                                                       004208004208004208
04202305004209INDEPENDIENTES POR MONDARIZ BALNEARIO             INDEPENDIENTES POR MONDARIZ BALNEARIO                                                                                                                 004209004209004209
04202305004210AENE                                              AGRUPACION DE ELECTORES DE AS NEVES                                                                                                                   004210004210004210
04202305004211PODEMOS - AV                                      SOMOS NIGRÁN (PODEMOS - ALIANZA VERDE)                                                                                                                000325000325000325
04202305004212AGRUPACION DE ELECTORES ALTERNATIVA VECIÑAL       AGRUPACION DE ELECTORES ALTERNATIVA VECIÑAL                                                                                                           004212004212004212
04202305004213POAL                                              PONTEVEDRA ALTERNATIVA                                                                                                                                004213004213004213
04202305004214ALDP                                              ALTERNATIVA LOCAL DO PORRIÑO                                                                                                                          004214004214004214
04202305004215SOMOSPORRIÑO                                      SOMOS PORRIÑO                                                                                                                                         004215004215004215
04202305004216XUNTOS+PORRIÑO                                    MAIS PORRIÑO                                                                                                                                          004216004216004216
04202305004217MXP                                               MOVEMENTO X POIO                                                                                                                                      004217004217004217
04202305004218ACIP                                              ALTERNATIVA CIUDADANA DE PONTEAREAS                                                                                                                   004218004218004218
04202305004219PEC                                               PONTEAREAS EN COMUN                                                                                                                                   001455001455001455
04202305004220IP                                                INDEPENDIENTES PONTEAREAS                                                                                                                             004220004220004220
04202305004221AER                                               AGRUPACION DE ELECTORES DE REDONDELA                                                                                                                  004221004221004221
